* Barcode = SLB96
* Block Type = OpenArray Block
* Chemistry = TAQMAN
* Comment = NA
* Date Created = 05-19-2015 15:23:02 CEST
* Experiment File Name = \\rbamsfp281\Dept_PRB\_Org\Virology iPS\Lucy\Experiments\TaqMan Open Array\2015-05-18 OA David's genes - 2\SLB96_2015_05_18_Davids genes.eds
* Experiment Name = SLB96
* Experiment Run End Time = 05-18-2015 17:56:18 CEST
* Experiment Type = Gene Expression
* Instrument Name = 285880792
* Instrument Serial Number = 285880792
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 3
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	Ct	Ct Mean	Ct SD	Amp Score	Cq Conf	CRTAMPLITUDE	HIGHSD	CRTNOISE	ROX Signal
1486	B12b6	false	NTC	Hs00173526_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,104.176
1487	B12b7	false	NTC	Hs02621496_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,951.000
1488	B12b8	false	NTC	Hs00416923_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.825	0.000	Y	N	Y	3,885.735
1489	B12c1	false	NTC	Hs00992319_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,083.235
1490	B12c2	false	NTC	Hs02383413_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,283.559
1491	B12c3	false	NTC	Hs00212963_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,167.647
1492	B12c4	false	NTC	Hs00275607_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,168.235
1493	B12c5	false	NTC	Hs00156197_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,446.294
1494	B12c6	false	NTC	Hs00219089_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,049.853
1495	B12c7	false	NTC	Hs00426592_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,104.147
1496	B12c8	false	NTC	Hs00608677_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,998.147
1497	B12d1	false	NTC	Hs01573837_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,087.177
1498	B12d2	false	NTC	Hs00152928_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,138.000
1499	B12d3	false	NTC	Hs00914120_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.323	0.000	Y	N	Y	4,078.618
1500	B12d4	false	NTC	Hs00171584_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,377.971
1501	B12d5	false	NTC	Hs00946916_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.476	0.000	Y	N	Y	4,347.971
1502	B12d6	false	NTC	Hs01067777_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,173.206
1503	B12d7	false	NTC	Hs00983323_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.461	0.000	Y	N	Y	4,234.735
1504	B12d8	false	NTC	Hs00185873_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,964.147
1505	B12e1	false	NTC	Hs00909569_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,125.676
1506	B12e2	false	NTC	Hs00606086_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,350.941
1507	B12e3	false	NTC	Hs00179843_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,001.382
1508	B12e4	false	NTC	Hs01110766_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,593.853
1509	B12e5	false	NTC	Hs01119974_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.678	0.000	Y	N	Y	4,153.853
1510	B12e6	false	NTC	Hs01090242_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,372.971
1511	B12e7	false	NTC	Hs00174717_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,276.412
1512	B12e8	false	NTC	Hs00272345_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,079.706
1513	B12f1	false	NTC	Hs00902543_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,073.588
1514	B12f2	false	NTC	Hs01035168_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,175.706
1515	B12f3	false	NTC	Hs00175407_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,994.059
1516	B12f4	false	NTC	Hs04187831_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,127.794
1517	B12f5	false	NTC	Hs00354985_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,327.176
1518	B12f6	false	NTC	Hs01062014_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,039.118
1519	B12f7	false	NTC	Hs01050702_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,299.794
1520	B12f8	false	NTC	Hs01063858_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	3,917.118
1521	B12g1	false	NTC					Undetermined					N	N	N	
1522	B12g2	false	NTC					Undetermined					N	N	N	
1523	B12g3	false	NTC	Hs01086177_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,489.794
1524	B12g4	false	NTC	Hs04234730_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,455.324
1525	B12g5	false	NTC	Hs00183740_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,162.471
1526	B12g6	false	NTC	Hs01070032_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,168.853
1527	B12g7	false	NTC					Undetermined					N	N	N	
1528	B12g8	false	NTC					Undetermined					N	N	N	
1529	B12h1	false	NTC					Undetermined					N	N	N	
1530	B12h2	false	NTC					Undetermined					N	N	N	
1531	B12h3	false	NTC	Hs02800695_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,126.588
1532	B12h4	false	NTC	Hs00426889_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,053.206
1533	B12h5	false	NTC	Hs02758991_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,521.324
1534	B12h6	false	NTC	Hs00194538_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.465	0.000	Y	N	Y	4,362.412
1535	B12h7	false	NTC					Undetermined					N	N	N	
1536	B12h8	false	NTC					Undetermined					N	N	N	
1537	C1a1	false	Sample12	Hs00559368_m1	UNKNOWN	FAM	NFQ-MGB	19.382	19.275	0.151	1.433	0.969	N	N	N	4,755.735
1538	C1a2	false	Sample12	Hs02576168_g1	UNKNOWN	FAM	NFQ-MGB	21.834	21.808	0.037	1.481	0.969	N	N	N	4,811.735
1539	C1a3	false	Sample12	Hs01059246_m1	UNKNOWN	FAM	NFQ-MGB	23.992	23.892	0.141	1.483	0.965	N	N	N	4,601.382
1540	C1a4	false	Sample12	Hs00199368_m1	UNKNOWN	FAM	NFQ-MGB	24.751	24.691	0.086	1.514	0.973	N	N	N	4,761.059
1541	C1a5	false	Sample12	Hs00187779_m1	UNKNOWN	FAM	NFQ-MGB	25.378	25.224	0.219	1.509	0.976	N	N	N	5,022.706
1542	C1a6	false	Sample12	Hs02383390_s1	UNKNOWN	FAM	NFQ-MGB	21.494	21.395	0.140	1.481	0.951	N	N	N	4,714.176
1543	C1a7	false	Sample12	Hs00366258_m1	UNKNOWN	FAM	NFQ-MGB	23.273	23.177	0.135	1.604	0.973	N	N	N	5,354.529
1544	C1a8	false	Sample12	Hs00957901_g1	UNKNOWN	FAM	NFQ-MGB	20.713	20.715	0.003	1.581	0.973	N	N	N	4,864.235
1545	C1b1	false	Sample12	Hs00227775_m1	UNKNOWN	FAM	NFQ-MGB	27.864	27.631	0.330	1.467	0.963	N	N	N	4,728.794
1546	C1b2	false	Sample12	Hs00161820_m1	UNKNOWN	FAM	NFQ-MGB	24.116	23.977	0.197	1.425	0.958	N	N	N	4,940.412
1547	C1b3	false	Sample12	Hs01040204_m1	UNKNOWN	FAM	NFQ-MGB	26.339	26.261	0.110	1.459	0.973	N	N	N	4,836.353
1548	C1b4	false	Sample12	Hs00901571_m1	UNKNOWN	FAM	NFQ-MGB	22.183	22.058	0.177	1.517	0.973	N	N	N	4,643.118
1549	C1b5	false	Sample12	Hs00988304_m1	UNKNOWN	FAM	NFQ-MGB	25.276	25.613	0.477	1.518	0.980	N	N	N	4,896.588
1550	C1b6	false	Sample12	Hs00240827_m1	UNKNOWN	FAM	NFQ-MGB	21.298	21.301	0.004	1.511	0.967	N	N	N	4,699.559
1551	C1b7	false	Sample12	Hs01587865_g1	UNKNOWN	FAM	NFQ-MGB	24.575	24.331	0.345	1.477	0.975	N	N	N	5,070.353
1552	C1b8	false	Sample12	Hs00201836_m1	UNKNOWN	FAM	NFQ-MGB	19.613	19.561	0.074	1.550	0.972	N	N	N	4,738.000
1553	C1c1	false	Sample12	Hs00174944_m1	UNKNOWN	FAM	NFQ-MGB	24.957	24.860	0.137	1.500	0.966	N	N	N	5,274.676
1554	C1c2	false	Sample12	Hs00559542_m1	UNKNOWN	FAM	NFQ-MGB	21.117	20.966	0.214	1.425	0.961	N	N	N	4,756.118
1555	C1c3	false	Sample12	Hs00213002_m1	UNKNOWN	FAM	NFQ-MGB	22.784	22.782	0.003	1.454	0.974	N	N	N	5,005.000
1556	C1c4	false	Sample12	Hs00743423_s1	UNKNOWN	FAM	NFQ-MGB	19.219	19.144	0.105	1.620	0.953	N	N	N	4,767.382
1557	C1c5	false	Sample12	Hs01056398_m1	UNKNOWN	FAM	NFQ-MGB	23.066	23.032	0.049	1.483	0.983	N	N	N	5,374.000
1558	C1c6	false	Sample12	Hs00430452_m1	UNKNOWN	FAM	NFQ-MGB	25.622	25.585	0.052	1.536	0.967	N	N	N	4,856.382
1559	C1c7	false	Sample12	Hs00705164_s1	UNKNOWN	FAM	NFQ-MGB	28.977	29.793	1.153	1.582	0.983	N	Y	N	5,560.382
1560	C1c8	false	Sample12	Hs01120670_m1	UNKNOWN	FAM	NFQ-MGB	19.184	19.148	0.051	1.508	0.979	N	N	N	5,067.706
1561	C1d1	false	Sample12	Hs02330328_s1	UNKNOWN	FAM	NFQ-MGB	26.979	26.923	0.080	1.550	0.980	N	N	N	5,159.294
1562	C1d2	false	Sample12	Hs00261432_m1	UNKNOWN	FAM	NFQ-MGB	24.960	24.883	0.109	1.448	0.980	N	N	N	4,840.794
1563	C1d3	false	Sample12	Hs00275575_m1	UNKNOWN	FAM	NFQ-MGB	21.317	21.329	0.017	1.519	0.956	N	N	N	4,822.176
1564	C1d4	false	Sample12	Hs01560445_m1	UNKNOWN	FAM	NFQ-MGB	20.375	20.261	0.161	1.560	0.981	N	N	N	4,999.912
1565	C1d5	false	Sample12	Hs00356233_m1	UNKNOWN	FAM	NFQ-MGB	24.230	24.293	0.090	1.569	0.981	N	N	N	5,231.588
1566	C1d6	false	Sample12	Hs01031951_m1	UNKNOWN	FAM	NFQ-MGB	23.594	23.456	0.195	1.519	0.965	N	N	N	4,900.941
1567	C1d7	false	Sample12	Hs00275889_m1	UNKNOWN	FAM	NFQ-MGB	24.641	24.565	0.107	1.583	0.981	N	N	N	5,447.324
1568	C1d8	false	Sample12	Hs01014809_g1	UNKNOWN	FAM	NFQ-MGB	23.594	23.511	0.117	1.535	0.973	N	N	N	5,135.588
1569	C1e1	false	Sample12	Hs00165106_m1	UNKNOWN	FAM	NFQ-MGB	23.770	23.691	0.112	1.517	0.969	N	N	N	5,271.618
1570	C1e2	false	Sample12	Hs00169233_m1	UNKNOWN	FAM	NFQ-MGB	27.535	27.593	0.082	1.649	0.988	N	N	N	4,792.441
1571	C1e3	false	Sample12	Hs01020387_m1	UNKNOWN	FAM	NFQ-MGB	25.647	25.735	0.123	1.546	0.980	N	N	N	4,899.706
1572	C1e4	false	Sample12	Hs00608023_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,153.500
1573	C1e5	false	Sample12	Hs04183483_g1	UNKNOWN	FAM	NFQ-MGB	26.539	26.493	0.065	1.521	0.976	N	N	N	5,080.147
1574	C1e6	false	Sample12	Hs00367082_g1	UNKNOWN	FAM	NFQ-MGB	28.595	29.203	0.860	1.452	0.970	N	Y	N	5,185.412
1575	C1e7	false	Sample12	Hs00242302_m1	UNKNOWN	FAM	NFQ-MGB	25.416	25.477	0.087	1.396	0.967	N	N	N	5,545.765
1576	C1e8	false	Sample12	Hs00169255_m1	UNKNOWN	FAM	NFQ-MGB	23.996	24.077	0.114	1.586	0.980	N	N	N	5,152.118
1577	C1f1	false	Sample12	Hs01054797_g1	UNKNOWN	FAM	NFQ-MGB	26.335	26.187	0.209	1.474	0.965	N	N	N	4,879.324
1578	C1f2	false	Sample12	Hs00222966_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,906.941
1579	C1f3	false	Sample12	Hs00355671_g1	UNKNOWN	FAM	NFQ-MGB	21.764	21.699	0.092	1.536	0.971	N	N	N	5,377.824
1580	C1f4	false	Sample12	Hs01113624_g1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,962.824
1581	C1f5	false	Sample12	Hs00417120_m1	UNKNOWN	FAM	NFQ-MGB	29.126	29.177	0.072	1.596	0.983	N	N	N	4,778.265
1582	C1f6	false	Sample12	Hs00271599_m1	UNKNOWN	FAM	NFQ-MGB	25.560	25.654	0.133	1.553	0.973	N	N	N	5,084.588
1583	C1f7	false	Sample12	Hs00171147_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,390.088
1584	C1f8	false	Sample12	Hs04194512_g1	UNKNOWN	FAM	NFQ-MGB	25.032	25.187	0.219	1.626	0.972	N	N	N	5,221.353
1585	C1g1	false	Sample12					Undetermined					N	N	N	
1586	C1g2	false	Sample12					Undetermined					N	N	N	
1587	C1g3	false	Sample12	Hs01066930_m1	UNKNOWN	FAM	NFQ-MGB	29.062	28.618	0.628	1.599	0.983	N	Y	N	5,501.059
1588	C1g4	false	Sample12	Hs00153294_m1	UNKNOWN	FAM	NFQ-MGB	25.882	26.028	0.205	1.399	0.979	N	N	N	5,109.324
1589	C1g5	false	Sample12	Hs00155026_m1	UNKNOWN	FAM	NFQ-MGB	19.461	19.344	0.165	1.502	0.954	N	N	N	5,307.618
1590	C1g6	false	Sample12	Hs01026927_g1	UNKNOWN	FAM	NFQ-MGB	27.307	27.250	0.081	1.550	0.977	N	N	N	5,053.912
1591	C1g7	false	Sample12					Undetermined					N	N	N	
1592	C1g8	false	Sample12					Undetermined					N	N	N	
1593	C1h1	false	Sample12					Undetermined					N	N	N	
1594	C1h2	false	Sample12					Undetermined					N	N	N	
1595	C1h3	false	Sample12	Hs00171432_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.559	0.000	Y	N	Y	5,145.118
1596	C1h4	false	Sample12	Hs00361432_s1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,888.824
1597	C1h5	false	Sample12	Hs00201853_m1	UNKNOWN	FAM	NFQ-MGB	28.975	29.523	0.774	1.594	0.980	N	Y	N	5,026.353
1598	C1h6	false	Sample12	Hs00169366_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,832.765
1599	C1h7	false	Sample12					Undetermined					N	N	N	
1600	C1h8	false	Sample12					Undetermined					N	N	N	
1601	C2a1	false	Sample12	Hs02383872_s1	UNKNOWN	FAM	NFQ-MGB	19.529	19.528	0.002	1.522	0.971	N	N	N	4,457.059
1602	C2a2	false	Sample12	Hs00426275_m1	UNKNOWN	FAM	NFQ-MGB	21.710	21.743	0.046	1.424	0.967	N	N	N	4,231.471
1603	C2a3	false	Sample12	Hs04187470_m1	UNKNOWN	FAM	NFQ-MGB	22.663	22.643	0.029	1.499	0.956	N	N	N	4,345.235
1604	C2a4	false	Sample12	Hs01013996_m1	UNKNOWN	FAM	NFQ-MGB	25.275	25.175	0.142	1.541	0.984	N	N	N	4,504.000
1605	C2a5	false	Sample12	Hs00426608_m1	UNKNOWN	FAM	NFQ-MGB	25.037	24.905	0.188	1.453	0.970	N	N	N	4,521.176
1606	C2a6	false	Sample12	Hs01551887_m1	UNKNOWN	FAM	NFQ-MGB	17.296	17.130	0.234	1.498	0.970	N	N	N	4,391.118
1607	C2a7	false	Sample12	Hs00230385_m1	UNKNOWN	FAM	NFQ-MGB	22.646	22.699	0.075	1.427	0.972	N	N	N	4,644.765
1608	C2a8	false	Sample12	Hs00230189_m1	UNKNOWN	FAM	NFQ-MGB	22.907	23.011	0.147	1.485	0.981	N	N	N	4,381.588
1609	C2b1	false	Sample12	Hs00380895_m1	UNKNOWN	FAM	NFQ-MGB	22.656	22.580	0.108	1.530	0.968	N	N	N	4,707.441
1610	C2b2	false	Sample12	Hs01114267_m1	UNKNOWN	FAM	NFQ-MGB	26.008	25.897	0.156	1.516	0.971	N	N	N	4,320.206
1611	C2b3	false	Sample12	Hs00157347_m1	UNKNOWN	FAM	NFQ-MGB	23.735	23.775	0.057	1.511	0.981	N	N	N	4,335.294
1612	C2b4	false	Sample12	Hs01586213_m1	UNKNOWN	FAM	NFQ-MGB	19.531	19.467	0.090	1.612	0.977	N	N	N	4,498.706
1613	C2b5	false	Sample12	Hs00241027_m1	UNKNOWN	FAM	NFQ-MGB	18.676	18.692	0.022	1.573	0.975	N	N	N	4,910.324
1614	C2b6	false	Sample12	Hs01100039_m1	UNKNOWN	FAM	NFQ-MGB	24.351	24.333	0.025	1.473	0.972	N	N	N	4,393.706
1615	C2b7	false	Sample12	Hs00930058_m1	UNKNOWN	FAM	NFQ-MGB	24.164	24.353	0.267	1.527	0.973	N	N	N	4,636.118
1616	C2b8	false	Sample12	Hs00978358_g1	UNKNOWN	FAM	NFQ-MGB	19.125	19.149	0.033	1.465	0.968	N	N	N	4,694.824
1617	C2c1	false	Sample12	Hs02569702_s1	UNKNOWN	FAM	NFQ-MGB	22.931	22.679	0.357	1.224	0.718	N	N	N	4,928.382
1618	C2c2	false	Sample12	Hs01119078_mH	UNKNOWN	FAM	NFQ-MGB	28.923	28.768	0.218	1.571	0.977	N	N	N	4,754.824
1619	C2c3	false	Sample12	Hs00604506_m1	UNKNOWN	FAM	NFQ-MGB	21.167	21.143	0.033	1.512	0.961	N	N	N	4,748.765
1620	C2c4	false	Sample12	Hs00161204_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	30.068		0.000	0.000	Y	N	Y	4,710.353
1621	C2c5	false	Sample12	Hs00166821_m1	UNKNOWN	FAM	NFQ-MGB	23.339	23.575	0.334	1.379	0.960	N	N	N	4,566.471
1622	C2c6	false	Sample12	Hs04195026_sH	UNKNOWN	FAM	NFQ-MGB	21.069	21.089	0.027	1.504	0.941	N	N	N	4,453.912
1623	C2c7	false	Sample12	Hs00426361_m1	UNKNOWN	FAM	NFQ-MGB	31.140	31.140		1.465	0.961	N	N	N	4,714.882
1624	C2c8	false	Sample12	Hs00426380_m1	UNKNOWN	FAM	NFQ-MGB	27.694	27.877	0.258	1.574	0.978	N	N	N	4,744.382
1625	C2d1	false	Sample12	Hs04183452_g1	UNKNOWN	FAM	NFQ-MGB	23.273	23.199	0.105	1.515	0.981	N	N	N	4,506.382
1626	C2d2	false	Sample12	Hs00157048_m1	UNKNOWN	FAM	NFQ-MGB	23.823	23.820	0.004	1.477	0.973	N	N	N	4,507.176
1627	C2d3	false	Sample12	Hs00747232_mH	UNKNOWN	FAM	NFQ-MGB	22.652	22.726	0.104	1.585	0.980	N	N	N	4,730.235
1628	C2d4	false	Sample12	Hs02560787_s1	UNKNOWN	FAM	NFQ-MGB	22.192	22.114	0.110	1.578	0.973	N	N	N	4,760.265
1629	C2d5	false	Sample12	Hs00195591_m1	UNKNOWN	FAM	NFQ-MGB	32.732	32.732		1.439	0.926	N	N	N	4,773.971
1630	C2d6	false	Sample12	Hs00950344_m1	UNKNOWN	FAM	NFQ-MGB	28.536	29.663	1.594	1.607	0.982	N	Y	N	4,733.441
1631	C2d7	false	Sample12	Hs00609799_m1	UNKNOWN	FAM	NFQ-MGB	23.348	23.389	0.058	1.606	0.981	N	N	N	4,781.088
1632	C2d8	false	Sample12	Hs01026189_g1	UNKNOWN	FAM	NFQ-MGB	25.996	25.879	0.164	1.559	0.974	N	N	N	4,814.971
1633	C2e1	false	Sample12	Hs04188837_g1	UNKNOWN	FAM	NFQ-MGB	22.764	22.877	0.160	1.537	0.979	N	N	N	4,954.618
1634	C2e2	false	Sample12	Hs00248075_m1	UNKNOWN	FAM	NFQ-MGB	27.491	28.427	1.324	1.555	0.976	N	Y	N	4,761.529
1635	C2e3	false	Sample12	Hs00358796_g1	UNKNOWN	FAM	NFQ-MGB	25.895	25.788	0.151	1.449	0.970	N	N	N	4,777.029
1636	C2e4	false	Sample12	Hs00173927_m1	UNKNOWN	FAM	NFQ-MGB	27.356	27.451	0.134	1.584	0.984	N	N	N	4,763.324
1637	C2e5	false	Sample12	Hs00171132_m1	UNKNOWN	FAM	NFQ-MGB	22.977	22.991	0.020	1.534	0.980	N	N	N	4,933.588
1638	C2e6	false	Sample12	Hs00231069_m1	UNKNOWN	FAM	NFQ-MGB	27.295	26.886	0.578	1.617	0.980	N	Y	N	4,889.824
1639	C2e7	false	Sample12	Hs00232783_m1	UNKNOWN	FAM	NFQ-MGB	29.647	30.512	1.224	1.526	0.980	N	Y	N	4,998.588
1640	C2e8	false	Sample12	Hs00207691_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	5,007.471
1641	C2f1	false	Sample12	Hs00985639_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,691.882
1642	C2f2	false	Sample12	Hs00174092_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,701.118
1643	C2f3	false	Sample12	Hs00895608_m1	UNKNOWN	FAM	NFQ-MGB	27.517	26.909	0.861	1.483	0.969	N	Y	N	4,724.206
1644	C2f4	false	Sample12	Hs01911452_s1	UNKNOWN	FAM	NFQ-MGB	25.166	24.979	0.264	1.588	0.972	N	N	N	4,727.059
1645	C2f5	false	Sample12	Hs01921425_s1	UNKNOWN	FAM	NFQ-MGB	22.195	22.047	0.209	1.584	0.980	N	N	N	4,713.294
1646	C2f6	false	Sample12	Hs00942643_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	30.911		0.000	0.000	Y	N	Y	4,831.412
1647	C2f7	false	Sample12	Hs04194779_g1	UNKNOWN	FAM	NFQ-MGB	21.228	21.192	0.051	1.550	0.978	N	N	N	4,699.441
1648	C2f8	false	Sample12	Hs00952741_m1	UNKNOWN	FAM	NFQ-MGB	28.559	28.879	0.452	1.465	0.975	N	N	N	4,565.853
1649	C2g1	false	Sample12					Undetermined					N	N	N	
1650	C2g2	false	Sample12					Undetermined					N	N	N	
1651	C2g3	false	Sample12	Hs00932747_m1	UNKNOWN	FAM	NFQ-MGB	21.782	21.776	0.008	1.601	0.975	N	N	N	5,214.853
1652	C2g4	false	Sample12	Hs01551078_m1	UNKNOWN	FAM	NFQ-MGB	29.967	30.471	0.713	1.663	0.984	N	Y	N	5,205.441
1653	C2g5	false	Sample12	Hs00152939_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,963.324
1654	C2g6	false	Sample12	Hs00152972_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.000	0.000	Y	N	Y	4,914.147
1655	C2g7	false	Sample12					Undetermined					N	N	N	
1656	C2g8	false	Sample12					Undetermined					N	N	N	
1657	C2h1	false	Sample12					Undetermined					N	N	N	
1658	C2h2	false	Sample12					Undetermined					N	N	N	
1659	C2h3	false	Sample12	Hs00355049_m1	UNKNOWN	FAM	NFQ-MGB	24.829	24.715	0.163	1.514	0.971	N	N	N	4,463.324
1660	C2h4	false	Sample12	Hs00182031_m1	UNKNOWN	FAM	NFQ-MGB	26.791	26.764	0.039	1.583	0.976	N	N	N	4,768.529
1661	C2h5	false	Sample12	Hs01547250_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined			0.603	0.000	Y	N	Y	4,647.588
1662	C2h6	false	Sample12	Hs00609296_g1	UNKNOWN	FAM	NFQ-MGB	24.542	24.453	0.125	1.534	0.987	N	N	N	4,636.882
1663	C2h7	false	Sample12					Undetermined					N	N	N	
1664	C2h8	false	Sample12					Undetermined					N	N	N	
1665	C3a1	false	Sample12	Hs00608480_m1	UNKNOWN	FAM	NFQ-MGB	23.403	23.444	0.059	1.416	0.966	N	N	N	4,036.706
1666	C3a2	false	Sample12	Hs00973654_m1	UNKNOWN	FAM	NFQ-MGB	22.810	22.781	0.040	1.575	0.968	N	N	N	4,162.765
1667	C3a3	false	Sample12	Hs00427552_m1	UNKNOWN	FAM	NFQ-MGB	21.725	21.624	0.143	1.376	0.970	N	N	N	4,053.647
1668	C3a4	false	Sample12	Hs00198409_m1	UNKNOWN	FAM	NFQ-MGB	21.421	21.366	0.078	1.448	0.967	N	N	N	4,463.324
1669	C3a5	false	Sample12	Hs00202073_m1	UNKNOWN	FAM	NFQ-MGB	22.500	22.363	0.194	1.499	0.973	N	N	N	3,842.323
1670	C3a6	false	Sample12	Hs00157976_m1	UNKNOWN	FAM	NFQ-MGB	18.728	18.634	0.132	1.501	0.987	N	N	N	4,268.029
1671	C3a7	false	Sample12	Hs00154808_m1	UNKNOWN	FAM	NFQ-MGB	24.683	24.683	0.000	1.474	0.982	N	N	N	4,330.059
1672	C3a8	false	Sample12	Hs00378551_m1	UNKNOWN	FAM	NFQ-MGB	22.807	22.776	0.044	1.511	0.978	N	N	N	4,624.471
1673	C3b1	false	Sample12	Hs00985427_m1	UNKNOWN	FAM	NFQ-MGB	21.292	21.211	0.115	1.481	0.978	N	N	N	4,535.265
1674	C3b2	false	Sample12	Hs00173490_m1	UNKNOWN	FAM	NFQ-MGB	Undetermined	28.525		0.000	0.000	Y	N	Y	4,287.147
1675	C3b3	false	Sample12	Hs00198527_m1	UNKNOWN	FAM	NFQ-MGB	24.077	24.237	0.227	1.494	0.978	N	N	N	4,360.029
1676	C3b4	false	Sample12	Hs00542792_m1	UNKNOWN	FAM	NFQ-MGB	29.288	29.394	0.151	1.400	0.977	N	N	N	4,206.912
1677	C3b5	false	Sample12	Hs01566156_m1	UNKNOWN	FAM	NFQ-MGB	22.380	22.401	0.030	1.552	0.976	N	N	N	4,383.324
